Product Name,Set Name,Sell Price
Beastmaster Ascension,Zendikar,1.42
Archmage Ascension,Zendikar,1.19
Island Sanctuary,Limited Edition Alpha,75.97
Birds of Paradise,Fifth Edition,6.92
Pox,Fifth Edition,2.32
Griffin Canyon,Visions,1.08
Bottomless Vault,Fifth Edition,1.00
Powerleech,Antiquities,6.24
Utter End,Khans of Tarkir,0.73
Icatian Store,Fifth Edition,0.60
Ornithopter,Mirrodin,0.39
Nether Shadow,Fifth Edition,2.35
Nightmare,Fifth Edition,0.58
Princess Lucrezia,Legends,0.73
Counterspell,Fifth Edition,1.16
Drain Power,Fifth Edition,0.93
Recall,Fifth Edition,0.42
Stasis,Fifth Edition,3.35
Quirion Ranger,Visions,2.56
Sylvan Library,Fifth Edition,16.12
Earthquake,Fifth Edition,0.59
Game of Chaos,Fifth Edition,2.04
Kavu Predator,Planar Chaos,0.45
Teferi's Puzzle Box,Ninth Edition,7.10
"Reki, the History of Kamigawa",Saviors of Kamigawa,6.02
Smoke,Fifth Edition,0.84
Anvil of Bogardan,Visions,10.94
Truce,Fifth Edition,0.61
Brushland,Fifth Edition,7.36
Hollow Trees,Fifth Edition,0.73
Karplusan Forest,Fifth Edition,3.75
Urza's Mine,Fifth Edition,2.62
Ankh of Mishra,Fifth Edition,0.79
Fog,Limited Edition Alpha,21.38
Aeolipile,Fallen Empires,0.47
Spore Flower,Fallen Empires,0.35
Krosa,Planechase,3.73
Hollow Trees,Fallen Empires,0.65
Ice Cauldron,Ice Age,1.69
Naked Singularity,Ice Age,0.47
Urza's Bauble,Ice Age,1.31
Spoils of Evil,Ice Age,0.97
Hydroblast,Ice Age,0.54
Fyndhorn Elves,Ice Age,1.07
Brand of Ill Omen,Ice Age,0.43
Glacial Crevasses,Ice Age,1.73
Pyroblast,Ice Age,1.49
Pyroclasm,Ice Age,0.65
Brushland,Ice Age,7.60
Growing Ranks,Return to Ravnica,0.88
Fire Covenant,Ice Age,1.18
Glacial Chasm,Ice Age,2.75
Energy Storm,Ice Age,0.75
Land Cap,Ice Age,0.42
Lava Tubes,Ice Age,0.42
Platinum Angel,Tenth Edition,5.26
Snow-Covered Mountain,Ice Age,2.54
Snow-Covered Plains,Ice Age,0.70
Snow-Covered Swamp,Ice Age,0.84
Total War,Ice Age,0.46
Plea for Power,Conspiracy,0.79
"Chainer, Dementia Master",Torment,2.72
Guiding Spirit,Visions,0.78
Goblin Recruiter,Visions,1.75
Form of the Dragon,Ninth Edition,0.71
Impulse,Visions,0.50
Necromancy,Visions,4.98
Pygmy Hippo,Visions,1.05
Sands of Time,Visions,0.79
Squandered Resources,Visions,5.05
Teferi's Puzzle Box,Visions,5.77
Teferi's Realm,Visions,1.01
Three Wishes,Visions,2.01
Lifecrafter's Bestiary,Aether Revolt,1.54
Triangle of War,Visions,0.41
Undiscovered Paradise,Visions,5.00
Viashivan Dragon,Visions,0.60
Krark-Clan Ironworks,Fifth Dawn,7.46
Raksha Golden Cub,Fifth Dawn,2.71
Cancel,Magic Player Rewards,1.91
Booster Tutor,Unhinged,1.87
Kiln Fiend,Conspiracy: Take the Crown,0.37
Saffi Eriksdotter,Time Spiral,6.30
Mox Jet,Limited Edition Alpha,2599.99
"Venser, Shaper Savant",Modern Masters 2017,2.82
Hivestone,Time Spiral,1.19
Crackleburr,Eventide,1.72
Drift of Phantasms,Ravnica: City of Guilds,0.54
Voidmage Husher,Time Spiral,0.44
Sidewinder Sliver,Time Spiral,0.70
"Stonebrow, Krosan Hero",Time Spiral,0.58
Looter il-Kor,Time Spiral,0.22
Gauntlet of Power,Time Spiral,18.61
Restore Balance,Time Spiral,5.31
Puppeteer Clique,Shadowmoor,1.62
The Very Soil Shall Shake,Archenemy,3.51
Boggart Ram-Gang,Shadowmoor,0.73
Heap Doll,Shadowmoor,0.38
Darksteel Forge,Magic 2014 Core Set,8.15
Llanowar Wastes,Apocalypse,2.55
Lord of the Undead,Planeshift,10.46
Helldozer,Ravnica: City of Guilds,1.62
Rhystic Tutor,Prophecy,0.80
"Kaho, Minamo Historian",Saviors of Kamigawa,1.99
Crop Rotation,Urza's Legacy,1.66
Sway of the Stars,Betrayers of Kamigawa,0.44
Infernal Spawn of Infernal Spawn of Evil,Unhinged,1.89
Drain Life,Limited Edition Alpha,13.00
Counterspell,Limited Edition Alpha,244.98
Mana Vault,Limited Edition Beta,641.99
Green Ward,Limited Edition Beta,2.45
Innocent Blood,Odyssey,0.45
Phyrexian Tyranny,Planeshift,2.96
Insidious Dreams,Torment,2.87
Guiltfeeder,Judgment,1.48
Ash Barrens,Commander 2016,7.99
Sundering Titan,Darksteel,3.59
Venser's Journal,Scars of Mirrodin,4.25
Soul Warden,Exodus,0.69
Cataclysm,Exodus,4.36
Harmony of Nature,Portal Second Age,2.54
Resplendent Mentor,Shadowmoor,2.79
Everlasting Torment,Shadowmoor,2.34
Traumatize,Ninth Edition,2.16
Dwarven Warriors,Limited Edition Beta,1.03
Champion of Stray Souls,Born of the Gods,0.68
Island (236) ,Shards of Alara,0.79
Temple of Enlightenment,Born of the Gods,2.81
Temple of Plenty,Born of the Gods,1.82
Leechridden Swamp,Shadowmoor,0.97
Thirst for Knowledge,Planechase,1.93
Spirit of the Labyrinth,Born of the Gods,0.55
"Kiora, the Crashing Wave",Born of the Gods,2.69
Cabal Ritual,Torment,1.49
Akroma's Memorial,Future Sight,18.27
Steel of the Godhead,Duel Decks: Venser vs. Koth,2.48
Soul Warden,Battle Royale Box Set,1.14
Windfall,Battle Royale Box Set,1.84
Urza's Power Plant (Columns),Chronicles,1.43
Mageta the Lion,Prophecy,0.68
Distant Melody,Morningtide,1.42
Caves of Koilos,Apocalypse,2.40
Cheap Ass,Unhinged,0.20
Duh,Unhinged,0.31
Emcee,Unhinged,0.41
My First Tome,Unhinged,0.28
Silent Arbiter,Fifth Dawn,2.31
Mana Screw,Unhinged,0.80
"Kozilek, the Great Distortion",OATH OF THE GATEWATCH,3.59
Rare-B-Gone,Unhinged,1.16
Shining Shoal,Betrayers of Kamigawa,2.73
Charm School,Unglued,0.29
Colossus of Akros,Theros,0.95
Beast Within,Duel Decks: Heroes vs. Monsters,1.81
Goblin Marshal,Urza's Destiny,0.90
Demonic Torment,Legends,1.04
Volcanic Island,Unlimited Edition,577.50
Royal Assassin,Magic 2012,0.73
Splinter Twin,Modern Masters 2015 Edition,4.75
Dolmen Gate,Lorwyn,5.15
"Hanna, Ship's Navigator",Commander 2016,2.50
Curse of Chains,Shadowmoor,0.47
Voidmage Prodigy,"Time Spiral ""Timeshifted""",3.95
Spidersilk Armor,Mercadian Masques,1.45
Hollowborn Barghest,Shadowmoor,0.49
Rampaging Baloths,Zendikar,1.42
Dominus of Fealty,Eventide,3.18
Graven Cairns,Shadowmoor,6.99
Isleback Spawn,Shadowmoor,0.46
"Wort, the Raidmother",Shadowmoor,1.30
Counterbore,Shadowmoor,0.53
Scrabbling Claws,Mirrodin,0.59
Flourishing Defenses,Shadowmoor,1.47
"Oathkeeper, Takeno's Daisho",Champions of Kamigawa,1.14
Glimpse of Nature,Champions of Kamigawa,20.17
Uba Mask,Champions of Kamigawa,0.52
Rend Flesh,Champions of Kamigawa,0.27
Kusari-Gama,Champions of Kamigawa,1.34
"Takeno, Samurai General",Champions of Kamigawa,0.56
Cloud Cover,Planeshift,1.29
"Shisato, Whispering Hunter",Champions of Kamigawa,0.44
"Kumano, Master Yamabushi",Champions of Kamigawa,0.38
"Seizan, Perverter of Truth",Champions of Kamigawa,3.34
Myojin of Infinite Rage,Champions of Kamigawa,0.95
Avalanche Riders,"Time Spiral ""Timeshifted""",1.20
Sands of Delirium,Magic 2013,0.75
"Shinka, the Bloodsoaked Keep",Champions of Kamigawa,2.73
Odds // Ends,Dissension,0.83
"Tenza, Godo's Maul",Champions of Kamigawa,0.55
"Sachi, Daughter of Seshiro",Champions of Kamigawa,0.25
The Fate of the Flammable,Archenemy,1.92
I Delight in Your Convulsions,Archenemy,0.45
Approach My Molten Realm,Archenemy,1.83
Every Hope Shall Vanish,Archenemy,0.56
The Iron Guardian Stirs,Archenemy,0.86
My Wish Is Your Command,Archenemy,0.81
Mortal Flesh Is Weak,Archenemy,5.37
My Crushing Masterstroke,Archenemy,9.63
I Bask in Your Silent Awe,Archenemy,0.57
Feed the Machine,Archenemy,0.59
My Genius Knows No Bounds,Archenemy,3.19
Yuan Shao's Infantry,Portal Three Kingdoms,1.56
Prison Term,Shadowmoor,1.42
Taurean Mauler,Archenemy,1.50
"Ryusei, the Falling Star",Archenemy,1.46
Two-Headed Dragon,Archenemy,1.37
Thran Dynamo,Archenemy,7.93
Terminate,Archenemy,1.70
Duplicant,Archenemy,4.99
Sun Droplet,Archenemy,1.50
Throat Slitter,Betrayers of Kamigawa,1.25
Dimir Signet,Archenemy,2.99
Artisan of Kozilek,Archenemy,1.14
Spider Umbra,Archenemy,1.34
Seething Song,Archenemy,1.28
Azorius Signet,Archenemy,2.92
Primal Command,Archenemy,2.57
Batwing Brume,Archenemy,1.69
Armageddon,Fourth Edition,2.90
Zombie Infestation,Archenemy,0.82
Sakura-Tribe Elder,Archenemy,0.79
Forgotten Ancient,Archenemy,2.11
Harmonize,Archenemy,1.49
Scion of Darkness,Archenemy,1.78
Feral Hydra,Archenemy,1.87
Urza's Bauble,Fifth Edition,1.39
Horn of Greed,Stronghold,2.13
Jinxed Ring,Stronghold,0.40
Sacred Ground,Stronghold,0.45
Skeleton Scavengers,Stronghold,0.38
Soltari Champion,Stronghold,1.39
Umbra Mystic,Rise of the Eldrazi,1.05
Volrath's Laboratory,Stronghold,0.44
Culling the Weak,Exodus,0.86
"Mirri, Cat Warrior",Exodus,1.13
Spellbook,Exodus,0.82
Memory Crystal,Exodus,0.50
City of Traitors,Exodus,149.63
Dominating Licid,Exodus,0.92
Forbid,Exodus,2.23
Plaguebearer,Exodus,0.85
Plague Wind,Prophecy,1.99
Citadel of Pain,Prophecy,0.34
Foil,Prophecy,0.89
Searing Wind,Prophecy,0.48
Squirrel Wrangler,Prophecy,1.66
Vitalizing Wind,Prophecy,0.42
Forsaken City,Planeshift,0.80
Cavern Harpy,Planeshift,0.23
Darigaaz's Caldera,Planeshift,0.50
Flametongue Kavu,Planeshift,0.39
"Nemata, Grove Guardian",Planeshift,1.46
Thraben Inspector,Shadows over Innistrad,0.59
Guided Passage,Apocalypse,1.62
Sylvan Messenger,Apocalypse,0.35
Izzet Staticaster,Return to Ravnica,0.26
Death Grasp,Apocalypse,0.46
Prismatic Strands,Judgment,2.30
Ajani Unyielding,Aether Revolt,2.88
Eldrazi Temple,Modern Masters 2015 Edition,9.76
"Nissa, Voice of Zendikar",Oath of the Gatewatch,3.73
Delay,Future Sight,2.99
Bloodmark Mentor,Duels of the Planeswalkers,1.65
The Cheese Stands Alone,Unglued,1.74
Sprout Swarm,Future Sight,0.48
Imperial Mask,Future Sight,0.47
Caged Sun,New Phyrexia,7.97
Mirran Crusader,Mirrodin Besieged,3.15
"Oriss, Samite Guardian",Future Sight,0.90
Primal Rage,Tenth Edition,1.85
Shapeshifter's Marrow,Future Sight,0.38
Intervention Pact,Future Sight,2.76
Mulldrifter,Modern Masters 2015 Edition,0.71
Wrench Mind,Mirrodin,0.86
Chittering Rats,Darksteel,0.47
Spire Golem,Darksteel,0.33
Genesis Chamber,Darksteel,2.53
Viridian Zealot,Darksteel,0.75
Spellbinder,Darksteel,0.53
Mycosynth Lattice,Darksteel,25.30
Memnarch,Darksteel,5.03
Demon of Wailing Agonies,Commander 2014,0.48
Dosan the Falling Leaf,Champions of Kamigawa,3.49
Final Judgment,Betrayers of Kamigawa,3.69
Day of Destiny,Betrayers of Kamigawa,1.00
City of Ass,Unhinged,7.18
Kor Firewalker,Worldwake,0.89
Neko-Te,Betrayers of Kamigawa,1.19
"Anafenza, Kin-Tree Spirit",Dragons of Tarkir,0.90
Mortal Combat,Torment,0.60
Parallel Evolution,Torment,3.95
Clockwork Beast,Limited Edition Beta,26.74
Tainted Isle,Torment,1.85
"Molimo, Maro-Sorcerer",Archenemy,0.46
AWOL,Unhinged,0.67
Letter Bomb,Unhinged,2.55
Auriok Champion,Fifth Dawn,15.71
"Johnny, Combo Player",Unhinged,11.48
"Keranos, God of Storms",Journey into Nyx,6.95
Greater Morphling,Unhinged,1.50
Cheatyface,Unhinged,4.22
Topsy Turvy,Unhinged,0.84
Spell Counter,Unhinged,0.52
Time Machine,Unhinged,0.60
Deal Damage,Unhinged,0.35
Urza's Avenger,Fifth Edition,0.43
Echoing Truth,Duel Decks: Elspeth vs. Tezzeret,0.47
Serpent Generator,Fifth Edition,0.73
Meekstone,Fifth Edition,2.50
Mana Vault,Fifth Edition,17.20
Goblin Chieftain,Magic 2012,3.79
Howling Mine,Fifth Edition,2.80
Mizzix's Mastery,Commander 2015,7.74
Whirlpool Warrior,Apocalypse,0.82
Hydra Omnivore,Conspiracy,3.55
Shivan Dragon,Unlimited Edition,42.34
Parallel Lives,Innistrad,9.88
"Iroas, God of Victory",Journey into Nyx,4.60
Soul of Innistrad,Magic 2015 Core Set,0.96
Invisible Stalker,Innistrad,0.63
Sadistic Hypnotist,Odyssey,2.99
Prophetic Flamespeaker,Journey into Nyx,0.88
Sage of Hours,Journey into Nyx,2.48
Daybreak Ranger,Innistrad,0.62
Conservator,Limited Edition Alpha,5.12
Desertion,Classic Sixth Edition,3.08
Dingus Egg,Limited Edition Alpha,107.99
Illusionary Mask,Limited Edition Alpha,264.96
Cabal Coffers,Planechase,29.69
Living Wall,Limited Edition Alpha,13.72
Mana Vault,Limited Edition Alpha,1098.22
Time Vault,Limited Edition Alpha,2184.96
Contract from Below,Limited Edition Alpha,139.99
Demonic Hordes,Limited Edition Alpha,195.41
Frozen Shade,Limited Edition Alpha,9.83
"Akroma, Angel of Wrath",Legions,4.28
Howl from Beyond,Limited Edition Alpha,10.99
Hypnotic Specter,Limited Edition Alpha,97.47
Mind Twist,Limited Edition Alpha,561.75
Nightmare,Limited Edition Alpha,229.00
Sengir Vampire,Limited Edition Alpha,102.16
Weakness,Limited Edition Alpha,4.50
Bloodbraid Elf,Planechase Anthology,3.13
Clone,Limited Edition Alpha,41.24
Jump,Limited Edition Alpha,6.25
Power Leak,Limited Edition Alpha,7.39
Power Sink,Limited Edition Alpha,18.69
Blessing,Unlimited Edition,2.97
Cockatrice,Limited Edition Alpha,109.99
Craw Wurm,Limited Edition Alpha,6.25
Fungusaur,Limited Edition Alpha,248.47
Living Artifact,Limited Edition Alpha,116.33
Fracturing Gust,Shadowmoor,6.63
Scryb Sprites,Limited Edition Alpha,30.00
Shanodin Dryads,Limited Edition Alpha,11.97
Enter the Dungeon,Unhinged,3.72
Tsunami,Limited Edition Alpha,13.29
Wall of Ice,Limited Edition Alpha,11.17
Wanderlust,Limited Edition Alpha,7.93
Burrowing,Limited Edition Alpha,9.15
Stream of Life,Limited Edition Alpha,7.41
Dwarven Warriors,Limited Edition Alpha,9.89
Earthbind,Limited Edition Alpha,7.99
Fire Elemental,Limited Edition Alpha,10.21
Fireball,Limited Edition Alpha,21.53
Flashfires,Limited Edition Alpha,6.58
Gray Ogre,Limited Edition Alpha,4.30
Hill Giant,Limited Edition Alpha,20.00
Forsaken Wastes,Mirage,1.52
Orcish Oriflamme,Limited Edition Alpha,38.40
Transmute Artifact,Antiquities,118.35
Rock Hydra,Limited Edition Alpha,169.33
Stone Rain,Limited Edition Alpha,25.00
Two-Headed Giant of Foriys,Limited Edition Alpha,132.14
Uthden Troll,Limited Edition Alpha,7.91
Benalish Hero,Limited Edition Alpha,1.71
Death Ward,Limited Edition Alpha,4.25
Disenchant,Limited Edition Alpha,60.01
Pearled Unicorn,Limited Edition Alpha,4.74
Purelace,Limited Edition Alpha,89.96
Samite Healer,Limited Edition Alpha,9.99
Birds of Paradise,Magic 2011,6.41
Terror,Limited Edition Alpha,9.04
Sinkhole,Limited Edition Alpha,56.85
Copy Artifact,Revised Edition,16.71
Plague Wind,Eighth Edition,1.93
Dwarven Demolition Team,Limited Edition Alpha,15.00
Sun Titan,Magic 2012,3.55
Goblin Sharpshooter,Onslaught,2.30
"Kira, Great Glass-Spinner",Modern Masters,15.22
Thunder Dragon,Starter 1999,8.02
Grafdigger's Cage,Dark Ascension,4.40
Brainstorm,Beatdown Box Set,1.21
Allosaurus Rider,Coldsnap,2.52
Dragon Arch,Apocalypse,4.53
Demonic Collusion,Time Spiral,1.28
"Brago, King Eternal",Conspiracy,1.13
Fierce Empath,Archenemy,2.36
Primordial Hydra,Magic 2012,7.12
Silence,Magic 2010,1.46
Gleemax,Unhinged,3.75
Black Vise,Limited Edition Alpha,130.00
Red Ward,Limited Edition Alpha,8.58
Reclamation Sage,Magic 2015 Core Set,0.40
All Is Dust,Rise of the Eldrazi,22.50
Otaria,Planechase,4.15
Gamble,Urza's Saga,9.07
Honor of the Pure,Magic 2010,2.25
Proclamation of Rebirth,Dissension,3.23
Treva's Ruins,Planeshift,0.77
Dispatch,Modern Masters 2015 Edition,1.01
Stirring Wildwood,Worldwake,1.39
Guardian Beast,Arabian Nights,235.00
Meekstone,Limited Edition Beta,180.22
Island - Full Art,Unhinged,11.01
Oubliette,Arabian Nights,48.98
Web,Limited Edition Alpha,329.00
Crystal Rod,Limited Edition Alpha,4.56
Mindslicer,Odyssey,4.64
"Braids, Cabal Minion",Odyssey,1.09
Birds of Paradise,Magic 2010,6.93
Scorched Ruins,Weatherlight,16.01
Silvergill Adept,Lorwyn,2.90
Chicken a la King,Unglued,0.76
Storm Cauldron,Seventh Edition,0.91
Saproling Symbiosis,Invasion,2.93
Lotus Vale,Weatherlight,27.65
Lion's Eye Diamond,Mirage,144.91
Dungrove Elder,Magic 2012,4.12
Skeleton Ship,Ice Age,1.14
Wood Elves,Portal,3.74
Watery Grave,Ravnica: City of Guilds,19.76
Torrential Gearhulk,Kaladesh,12.47
Simulacrum,Limited Edition Beta,7.00
Scavenging Ghoul,Limited Edition Alpha,4.61
Winds of Change,Portal,13.46
Painful Quandary,Scars of Mirrodin,3.87
Ensnaring Bridge,Stronghold,40.87
Mox Jet,Unlimited Edition,1357.99
Mox Sapphire,Unlimited Edition,1504.32
Aladdin,Arabian Nights,12.25
Shepherd of Rot,Planechase,0.87
Beacon of Immortality,Tenth Edition,7.59
Coastal Piracy,Eighth Edition,4.46
Coalition Relic,Future Sight,12.70
Blue Ward,Limited Edition Alpha,9.80
Teferi's Puzzle Box,Eighth Edition,6.32
Reveillark,Morningtide,3.37
Stuffy Doll,Magic 2013,2.94
Demonic Hordes,Revised Edition,1.13
Wall of Nets,Exodus,0.86
Myojin of Night's Reach,Champions of Kamigawa,3.99
Golgari Grave-Troll,Ravnica: City of Guilds,3.82
Kruin Outlaw,Innistrad,1.20
Two-Headed Giant of Foriys,Limited Edition Beta,95.05
Angelic Chorus,Urza's Saga,4.54
Graveborn Muse,Legions,1.51
Yavimaya Hollow,Urza's Destiny,27.74
Hibernation's End,Coldsnap,0.56
Elvish Piper,Tenth Edition,6.95
Pendelhaven,Legends,12.72
Time Sieve,Alara Reborn,7.98
Relentless Rats,Tenth Edition,2.25
Collected Company,Dragons of Tarkir,14.90
Ancestral Vision,Time Spiral,24.00
"Minamo, School at Water's Edge",Champions of Kamigawa,20.28
Copy Artifact,Unlimited Edition,50.90
Gate to Phyrexia,Antiquities,27.89
Gilded Lotus,Mirrodin,13.29
Yavimaya Coast,Tenth Edition,2.46
Dragonlair Spider,Planechase 2012 Edition,1.99
Vesuvan Doppelganger,Revised Edition,10.45
Kobolds of Kher Keep,Legends,1.96
Primordial Sage,Ravnica: City of Guilds,0.68
Insurrection,Magic: The Gathering-Commander,6.71
"Hua Tuo, Honored Physician",Portal Three Kingdoms,27.26
Glimpse the Unthinkable,Ravnica: City of Guilds,18.87
Jade Monolith,Limited Edition Beta,24.23
Baleful Strix,Commander 2013 Edition,2.47
"Teferi, Mage of Zhalfir",Time Spiral,8.62
Windswept Heath,Khans of Tarkir,16.81
Sapphire Medallion,Tempest,7.30
Chameleon Colossus,Morningtide,4.80
Disharmony,Legends,18.76
"Karador, Ghost Chieftain",Magic: The Gathering-Commander,7.89
Mother of Runes,Magic: The Gathering-Commander,2.60
Hero of Iroas,Born of the Gods,0.57
Pandemonium,"Time Spiral ""Timeshifted""",1.07
Scrubland,Unlimited Edition,248.76
Animate Dead,Limited Edition Beta,59.60
Sarcomancy,Tempest,1.73
Rabid Wombat,Legends,1.15
Carrion Ants,Legends,4.94
Lightning Helix,Planechase,4.94
Once More with Feeling,Unglued,0.75
"Kozilek, Butcher of Truth",Rise of the Eldrazi,32.30
Cemetery Puca,Shadowmoor,1.75
Stronghold Assassin,Seventh Edition,0.58
Blatant Thievery,Onslaught,1.97
Evacuation,Seventh Edition,1.52
Lord of Atlantis,Unlimited Edition,12.26
Leonin Abunas,Mirrodin,3.56
Fauna Shaman,Magic 2011,12.60
Phantasmal Image,Magic 2012,3.51
Pyromancer Ascension,Zendikar,1.59
Luminarch Ascension,Zendikar,7.26
"Wrexial, the Risen Deep",Worldwake,3.73
Bloodbraid Elf,Planechase 2012 Edition,4.06
Crypt Angel,Invasion,0.84
Raven's Crime,Eventide,0.89
Mystic Confluence,Commander 2015,10.38
Thran Dynamo,Urza's Destiny,5.95
Wall of Water,Limited Edition Alpha,10.41
Windborn Muse,Tenth Edition,2.48
Not of This World,Rise of the Eldrazi,1.50
Righteous Fury,Starter 1999,4.48
Prophet of Kruphix,Theros,0.89
Story Circle,Tenth Edition,1.61
Sulfuric Vortex,Scourge,1.11
Phyrexian Arena,Apocalypse,6.60
Sulfur Falls,Innistrad,8.48
Snapcaster Mage,Innistrad,59.35
Disrupting Scepter,Limited Edition Beta,175.54
The Hive,Limited Edition Beta,94.99
Roc of Kher Ridges,Limited Edition Beta,71.30
Living Lands,Limited Edition Beta,30.99
"Omnath, Locus of Mana",Worldwake,13.79
Soul Warden,Magic 2010,0.62
Emeria Angel,Zendikar,1.40
Flickerwisp,Commander 2013 Edition,1.60
"Korlash, Heir to Blackblade",Future Sight,4.50
Nihilith,Future Sight,0.87
Null Rod,Weatherlight,25.22
Ohran Viper,Coldsnap,0.94
Seshiro the Anointed,Champions of Kamigawa,7.98
Propaganda,Magic: The Gathering-Commander,4.99
Gloom,Limited Edition Beta,35.89
Braingeyser,Revised Edition,6.23
Quicken,Guildpact,1.08
Word of Command,Limited Edition Beta,135.88
Lord of the Pit,Unlimited Edition,10.35
Furnace of Rath,Tenth Edition,1.66
Reflecting Pool,Tempest,11.58
Blue Mana Battery,Legends,0.81
Sleight of Mind,Limited Edition Beta,56.37
Arcanis the Omnipotent,Onslaught,1.99
"Kamahl, Fist of Krosa",Onslaught,5.23
May Civilization Collapse,Archenemy,2.82
Exhaustion,Ninth Edition,0.51
Staff of Domination,Fifth Dawn,24.83
Ad Nauseam,Shards of Alara,8.99
Day of Judgment,Zendikar,2.68
Aura Shards,Magic: The Gathering-Commander,13.99
Drowned Catacomb,Magic 2013,5.31
Goblin Ringleader,Apocalypse,1.57
Glacial Fortress,Magic 2011,3.52
Rishadan Port,Mercadian Masques,96.86
Mystic Denial,Portal Three Kingdoms,1.51
Spirit of the Hearth,Eventide,1.03
Energy Chamber,Fifth Dawn,0.77
"Look at Me, I'm the DCI",Unglued,0.99
Horizon Canopy,Future Sight,57.25
Magical Hack,Limited Edition Beta,35.70
Counterspell,Beatdown Box Set,1.73
Defense of the Heart,Urza's Legacy,10.21
Curse of the Fire Penguin,Unhinged,0.86
Dack's Duplicate,Conspiracy,1.21
